312	英超	2023-04-15 19:30	阿斯顿维拉	0	纽卡斯尔联	3:0	3	3.56
313	英超	2023-04-09 23:30	利物浦	0	阿森纳	2:2	4	4.32
314	英超	2023-04-09 21:00	利兹联	0	水晶宫	1:5	6	26.08
315	英超	2023-04-09 00:30	南安普顿	+2	曼彻斯特城	1:4	5	6.53
316	英超	2023-04-08 22:00	阿斯顿维拉	-1	诺丁汉森林	2:0	2	5.30
317	英超	2023-04-08 22:00	布伦特福德	0	纽卡斯尔联	1:2	3	3.80
318	英超	2023-04-08 22:00	富勒姆	0	西汉姆联	0:1	1	6.75
319	英超	2023-04-08 22:00	莱斯特城	0	AFC伯恩茅斯	0:1	1	9.16
320	英超	2023-04-08 22:00	托特纳姆热刺	0	布莱顿	2:1	3	3.95
321	英超	2023-04-08 22:00	狼队	+1	切尔西	1:0	1	4.03
322	英超	2023-04-08 19:30	曼彻斯特联	-1	埃弗顿	2:0	2	5.55
323	英超	2023-04-06 03:00	西汉姆联	0	纽卡斯尔联	1:5	6	47.69
